N,P,K,temperature,humidity,ph,month,season,soil_type,region,label
73.54,39.08,89.24,18.48,61.81,7.96,11,winter,alluvial,north_delta,tomato_winter
61.03,21.65,36.38,29.17,62.33,7.9,9,summer,loamy_clay,south_delta,basil
37.03,18.11,39.64,20.4,54.26,7.82,10,winter,loamy_clay,west_delta,coriander
88.63,41.84,116.87,23.23,58.9,7.91,3,summer,loamy_clay,west_delta,tomato_summer
11.85,20.69,8.77,20.23,61.58,8.22,10,winter,clayey_delta,south_delta,berseem
91.67,37.84,109.49,27.85,58.56,8.06,5,summer,clayey_delta,north_delta,tomato_summer
16.8,20.6,17.81,15.28,65.61,8.14,1,winter,clayey_delta,north_delta,berseem
43.37,13.39,78.82,28.78,36.76,7.65,5,summer,reclaimed,new_lands,watermelon
62.11,26.34,63.83,30.94,54.39,8.1,6,summer,loamy_clay,middle_egypt,cotton
65.5,19.25,107.79,24.43,62.64,7.9,7,summer,alluvial,south_delta,cucumber
58.56,22.8,72.43,20.71,49.27,8.01,1,winter,alluvial,middle_egypt,onion
22.52,16.66,17.17,16.19,65.5,8.26,3,winter,clayey_delta,north_delta,berseem
29.25,14.07,49.0,20.23,48.05,7.93,12,permanent,reclaimed,sinai_north,olive
31.92,16.94,28.44,16.12,47.93,7.78,11,winter,calcareous,new_lands,barley
39.01,37.78,35.73,19.0,58.38,7.8,4,winter,loamy_clay,west_delta,sugar_beet
81.2,21.71,83.16,31.9,52.33,7.92,6,summer,clayey_delta,south_delta,eggplant
29.02,20.69,19.72,18.52,55.31,7.69,1,winter,alluvial,middle_egypt,berseem
25.93,25.78,53.52,15.09,52.9,7.78,1,winter,alluvial,south_delta,faba_bean
19.52,27.99,11.8,14.04,68.24,8.24,3,winter,clayey_delta,north_delta,berseem
74.35,25.02,62.04,28.83,60.45,8.14,8,summer,clayey_delta,north_delta,cotton
39.65,28.76,30.03,20.26,44.35,7.91,1,winter,alluvial,middle_egypt,cumin
38.44,16.97,33.62,18.22,51.62,8.07,3,winter,calcareous,sinai_north,barley
68.77,22.38,74.9,29.99,64.04,7.56,8,permanent,sandy,east_delta,mango
115.36,39.23,135.7,29.94,62.72,7.59,8,permanent,alluvial,middle_egypt,banana
81.13,28.0,61.89,24.3,71.57,8.24,8,permanent,clayey_delta,south_delta,mint
69.56,30.83,64.72,19.94,72.29,8.05,2,permanent,clayey_delta,north_delta,mint
34.54,19.14,78.32,32.67,35.0,7.67,8,summer,reclaimed,new_lands,watermelon
94.29,34.07,38.79,31.81,58.18,7.7,7,summer,alluvial,north_delta,maize
20.39,23.01,18.98,20.87,61.25,7.69,10,winter,alluvial,middle_egypt,berseem
72.6,29.2,105.41,21.49,62.89,7.76,9,winter,loamy_clay,west_delta,tomato_winter
57.81,33.49,88.54,25.1,42.16,7.88,3,permanent,reclaimed,middle_egypt,grapes
29.93,17.07,35.23,16.35,59.87,7.71,11,winter,alluvial,north_delta,coriander
82.44,44.06,124.46,15.93,69.05,7.73,1,winter,alluvial,north_delta,potato
23.61,13.42,57.21,25.66,33.95,7.85,6,permanent,sandy,new_lands,olive
43.91,31.92,51.46,17.9,62.47,8.08,2,winter,alluvial,north_delta,onion
23.91,28.48,23.44,21.43,58.59,7.63,4,winter,loamy_clay,middle_egypt,faba_bean
94.66,25.66,38.92,30.5,57.65,7.76,5,summer,alluvial,north_delta,maize
65.92,21.65,89.44,25.93,63.8,7.9,6,summer,loamy_clay,south_delta,cucumber
81.42,32.81,110.15,22.68,55.32,7.73,10,winter,alluvial,south_delta,tomato_winter
70.01,23.0,95.89,30.51,54.39,7.92,8,summer,alluvial,middle_egypt,eggplant
70.69,26.3,16.07,19.39,54.53,7.77,12,winter,loamy_clay,south_delta,wheat
70.61,21.17,75.55,30.83,57.71,7.54,6,permanent,sandy,east_delta,mango
104.05,24.4,42.55,31.92,50.41,7.71,7,summer,alluvial,south_delta,maize
62.61,24.46,23.31,17.55,53.91,7.9,1,winter,loamy_clay,middle_egypt,wheat
72.38,27.17,58.4,13.74,62.31,7.85,1,winter,loamy_clay,south_delta,cabbage
36.09,23.51,41.05,17.68,59.61,8.18,4,winter,clayey_delta,north_delta,sugar_beet
14.99,19.4,14.27,16.23,63.43,7.91,12,winter,alluvial,north_delta,berseem
37.01,26.31,24.21,19.93,39.88,7.88,3,winter,calcareous,new_lands,cumin
36.88,17.24,30.64,15.44,57.44,7.83,11,winter,alluvial,middle_egypt,coriander
78.1,23.42,71.69,29.64,58.55,8.12,7,summer,clayey_delta,north_delta,cotton
29.86,19.15,39.27,27.46,38.48,7.9,5,permanent,sandy,new_lands,olive
32.45,11.87,32.83,16.0,63.71,8.05,2,winter,loamy_clay,west_delta,coriander
23.53,19.56,54.37,22.57,41.06,7.7,11,permanent,calcareous,new_lands,olive
55.18,19.99,64.76,15.37,60.73,7.96,1,winter,alluvial,middle_egypt,garlic
61.04,14.39,57.3,15.55,61.95,8.03,2,winter,clayey_delta,north_delta,garlic
108.31,31.14,27.17,30.55,47.55,7.94,5,summer,loamy_clay,south_delta,maize
51.42,20.96,64.69,20.23,55.56,8.07,4,winter,clayey_delta,south_delta,garlic
45.25,21.27,70.88,24.59,46.61,7.65,2,permanent,sandy,new_lands,pomegranate
23.35,22.61,23.08,18.97,51.02,7.94,12,winter,loamy_clay,west_delta,lentil
27.33,28.25,36.64,17.77,60.7,7.8,4,winter,alluvial,middle_egypt,faba_bean
25.39,12.87,38.86,24.42,44.93,7.83,9,permanent,calcareous,sinai_north,olive
47.47,18.96,67.77,16.19,60.28,8.04,12,winter,clayey_delta,north_delta,garlic
45.47,20.96,57.04,25.63,59.1,8.01,5,summer,alluvial,north_delta,basil
60.98,15.86,47.01,21.98,52.02,7.89,10,winter,loamy_clay,middle_egypt,onion
105.75,25.92,33.19,30.54,49.71,7.83,8,summer,alluvial,middle_egypt,maize
30.14,15.87,35.46,20.97,45.84,7.94,4,winter,calcareous,new_lands,barley
91.69,33.12,110.14,24.14,57.48,7.89,9,winter,alluvial,east_delta,tomato_winter
64.4,17.33,67.12,16.6,61.03,8.06,12,winter,clayey_delta,south_delta,garlic
93.49,40.63,118.05,19.02,66.71,7.74,2,winter,alluvial,north_delta,potato
38.43,17.35,65.27,33.55,40.11,7.83,7,permanent,loamy_clay,upper_egypt,pomegranate
56.95,28.12,99.05,27.77,47.19,7.91,9,permanent,loamy_clay,upper_egypt,grapes
92.35,37.69,143.91,22.7,63.11,7.91,1,permanent,loamy_clay,south_delta,banana
66.02,23.99,60.12,22.1,51.97,7.95,10,winter,clayey_delta,south_delta,onion
34.88,23.27,27.4,17.92,60.0,7.9,2,winter,loamy_clay,west_delta,cumin
73.12,21.82,74.69,27.53,60.86,7.52,4,permanent,sandy,east_delta,mango
23.0,32.66,42.46,13.88,68.0,8.18,2,winter,clayey_delta,north_delta,faba_bean
69.46,16.23,65.03,26.44,47.85,7.93,1,permanent,reclaimed,new_lands,mango
16.01,18.62,21.6,14.3,51.78,7.58,12,winter,sandy,new_lands,lentil
83.5,20.04,94.07,29.86,58.23,7.68,5,summer,loamy_clay,middle_egypt,eggplant
37.95,15.28,69.08,30.21,47.74,7.59,6,summer,sandy,east_delta,watermelon
52.28,22.46,72.9,21.01,62.85,7.98,10,winter,clayey_delta,north_delta,garlic
30.86,18.45,37.04,18.75,50.85,7.72,1,permanent,sandy,sinai_north,olive
100.4,39.48,100.66,30.09,61.38,7.72,8,summer,alluvial,north_delta,tomato_summer
92.3,38.11,102.04,27.55,61.05,8.17,3,summer,clayey_delta,north_delta,tomato_summer
31.47,13.47,82.27,30.8,49.75,7.6,8,summer,calcareous,west_delta,watermelon
100.73,25.25,36.92,27.79,65.55,7.91,5,summer,alluvial,south_delta,rice
67.88,25.57,81.29,28.99,57.42,7.88,9,summer,alluvial,north_delta,eggplant
98.21,44.97,107.71,28.18,62.88,7.74,6,summer,alluvial,east_delta,tomato_summer
76.02,37.79,92.84,23.76,66.95,7.84,9,winter,alluvial,south_delta,tomato_winter
70.99,22.6,74.57,33.3,48.0,7.86,6,summer,sandy,upper_egypt,eggplant
62.82,15.94,97.37,24.49,63.84,7.87,5,summer,loamy_clay,west_delta,cucumber
28.75,20.16,36.6,15.83,37.97,7.94,12,winter,calcareous,new_lands,barley
97.45,31.93,38.05,29.5,45.0,7.76,9,summer,alluvial,upper_egypt,maize
46.35,12.53,39.53,16.01,55.27,7.87,1,winter,calcareous,west_delta,barley
59.06,20.79,68.81,28.72,64.45,8.16,5,summer,alluvial,north_delta,cotton
41.4,18.62,35.67,16.01,54.3,7.92,4,winter,loamy_clay,west_delta,barley
53.51,23.61,91.46,25.81,68.35,7.71,5,summer,loamy_clay,west_delta,cucumber
69.88,23.87,68.7,28.35,51.05,8.05,9,summer,loamy_clay,middle_egypt,cotton
33.96,8.83,58.09,30.13,32.03,7.85,3,permanent,sandy,upper_egypt,date_palm
57.94,23.98,58.9,16.96,61.38,8.02,11,winter,alluvial,north_delta,garlic
86.57,19.14,92.38,23.12,57.77,7.84,3,permanent,loamy_clay,middle_egypt,citrus
26.95,17.19,79.19,29.88,46.62,7.61,5,summer,sandy,east_delta,watermelon
28.37,25.21,23.0,18.48,47.97,7.75,12,winter,loamy_clay,west_delta,cumin
54.56,15.57,46.08,26.15,50.98,7.86,5,summer,alluvial,upper_egypt,basil
50.44,23.02,65.05,18.34,54.87,7.91,11,winter,alluvial,middle_egypt,garlic
43.82,29.52,32.5,22.0,56.56,8.18,10,winter,clayey_delta,south_delta,sugar_beet
20.33,28.85,40.16,22.0,55.97,7.83,4,winter,loamy_clay,south_delta,faba_bean
49.14,16.57,47.26,25.32,58.1,7.6,9,summer,loamy_clay,middle_egypt,basil
58.95,17.26,54.29,28.68,51.84,7.79,9,summer,loamy_clay,upper_egypt,basil
71.09,36.54,106.5,29.02,35.45,7.86,9,permanent,sandy,new_lands,grapes
94.3,21.0,50.2,27.68,76.33,7.8,6,summer,clayey_delta,north_delta,rice
21.09,21.98,11.01,18.01,63.13,7.88,12,winter,alluvial,south_delta,berseem
88.09,45.71,138.99,18.06,59.01,7.79,12,winter,loamy_clay,west_delta,potato
93.47,37.43,98.79,29.37,68.2,8.26,7,summer,clayey_delta,north_delta,tomato_summer
15.15,17.63,31.01,16.63,53.71,7.69,3,winter,reclaimed,west_delta,lentil
50.75,26.79,51.99,31.76,47.5,7.88,8,summer,alluvial,upper_egypt,basil
95.03,21.79,45.31,30.91,53.21,8.18,9,summer,clayey_delta,south_delta,maize
71.92,16.46,75.01,33.2,46.42,7.91,8,permanent,reclaimed,aswan,mango
58.52,16.26,47.86,29.09,60.23,7.91,9,summer,loamy_clay,middle_egypt,basil
83.29,43.97,132.07,20.14,73.7,7.66,10,winter,alluvial,north_delta,potato
51.8,23.81,76.84,13.85,59.18,7.88,12,winter,alluvial,middle_egypt,cabbage
47.58,18.32,56.19,29.35,57.85,7.7,6,summer,loamy_clay,south_delta,basil
91.14,21.29,71.12,27.45,61.12,7.9,6,summer,alluvial,north_delta,eggplant
37.21,16.22,34.11,18.51,62.11,7.85,3,winter,loamy_clay,west_delta,coriander
44.59,11.05,28.87,19.48,50.91,7.89,11,winter,reclaimed,west_delta,barley
68.53,27.29,63.94,28.46,59.8,7.61,7,summer,loamy_clay,middle_egypt,pepper
61.86,31.56,93.45,24.73,53.09,7.79,2,permanent,reclaimed,sinai_north,grapes
37.66,17.38,27.7,19.82,43.38,7.87,2,winter,loamy_clay,upper_egypt,cumin
60.51,22.41,104.81,27.26,65.82,7.88,9,summer,loamy_clay,south_delta,cucumber
34.03,12.4,54.88,24.03,51.8,7.91,5,permanent,calcareous,north_coast,olive
38.76,14.37,36.41,17.63,50.7,7.84,2,winter,loamy_clay,middle_egypt,coriander
35.67,15.06,37.96,15.24,46.77,7.69,1,winter,sandy,new_lands,barley
112.22,24.26,44.54,29.82,50.85,7.85,8,summer,loamy_clay,south_delta,maize
35.19,9.66,39.75,33.41,20.16,7.98,11,permanent,reclaimed,new_lands,date_palm
71.65,24.4,67.68,28.46,57.06,8.01,8,summer,alluvial,north_delta,cotton
98.25,29.86,56.79,20.91,63.4,7.91,1,permanent,loamy_clay,middle_egypt,mint
82.22,38.7,128.19,18.51,56.51,7.72,10,winter,loamy_clay,middle_egypt,potato
96.81,34.76,62.09,24.73,60.86,7.94,8,permanent,loamy_clay,middle_egypt,mint
37.53,23.32,63.03,26.95,45.16,7.53,11,permanent,sandy,upper_egypt,pomegranate
18.88,22.7,22.18,16.95,61.41,7.77,11,winter,alluvial,south_delta,berseem
21.39,16.59,20.1,16.99,50.55,7.84,11,winter,reclaimed,middle_egypt,lentil
38.75,21.1,37.6,18.63,51.64,7.71,3,winter,alluvial,south_delta,coriander
59.64,31.43,91.46,27.74,36.61,7.91,4,permanent,loamy_clay,upper_egypt,grapes
72.87,23.69,78.29,30.43,48.26,7.79,5,summer,loamy_clay,middle_egypt,eggplant
113.53,30.44,40.78,29.11,47.83,7.93,6,summer,alluvial,upper_egypt,maize
72.49,26.66,15.69,13.23,63.08,8.15,12,winter,clayey_delta,north_delta,wheat
40.54,20.96,68.98,20.35,47.61,8.1,3,winter,loamy_clay,upper_egypt,garlic
88.69,23.4,82.92,28.87,52.38,7.7,8,summer,alluvial,south_delta,eggplant
56.16,19.86,44.78,27.06,62.04,7.49,4,summer,sandy,east_delta,basil
15.81,30.49,37.01,16.65,51.74,7.99,1,winter,loamy_clay,middle_egypt,faba_bean
39.54,20.65,33.47,16.73,52.03,7.61,11,winter,sandy,new_lands,cumin
70.49,23.52,9.19,17.45,52.56,8.02,12,winter,alluvial,upper_egypt,wheat
55.14,22.1,51.0,19.65,41.55,7.97,10,winter,alluvial,upper_egypt,onion
77.16,24.82,72.09,32.13,46.97,8.1,8,summer,loamy_clay,middle_egypt,cotton
79.11,30.69,67.01,27.8,60.43,7.68,7,permanent,loamy_clay,middle_egypt,mint
76.44,20.66,86.25,24.18,50.37,8.0,3,permanent,reclaimed,new_lands,citrus
26.94,22.02,33.42,15.67,45.43,7.78,1,winter,sandy,new_lands,cumin
56.2,17.94,96.52,26.49,66.82,8.22,9,summer,clayey_delta,south_delta,cucumber
42.3,23.86,70.79,25.89,42.93,7.92,4,permanent,reclaimed,new_lands,pomegranate
46.39,20.91,73.14,17.91,59.02,8.05,2,winter,alluvial,north_delta,garlic
57.93,35.45,27.44,18.7,55.09,7.92,3,winter,loamy_clay,south_delta,sugar_beet
48.44,18.57,65.78,16.86,59.11,8.07,2,winter,alluvial,upper_egypt,garlic
69.06,34.81,96.65,26.97,50.91,7.95,10,permanent,reclaimed,west_delta,grapes
35.22,19.69,65.86,25.27,55.53,7.98,3,permanent,calcareous,west_delta,pomegranate
24.33,29.35,31.08,19.6,61.49,8.11,4,winter,clayey_delta,south_delta,faba_bean
43.04,13.9,33.54,16.89,54.31,7.54,3,winter,sandy,north_coast,barley
59.11,18.6,18.37,17.08,64.64,8.07,4,winter,loamy_clay,middle_egypt,wheat
77.96,27.11,28.02,16.13,54.36,8.02,1,winter,clayey_delta,north_delta,wheat
35.95,12.65,64.56,36.35,23.59,7.93,6,permanent,calcareous,new_lands,date_palm
66.14,43.95,138.65,15.66,66.75,7.64,2,winter,sandy,east_delta,potato
51.56,27.53,46.25,17.53,60.25,8.23,2,winter,clayey_delta,north_delta,sugar_beet
71.37,17.96,82.92,23.86,59.71,8.18,4,summer,clayey_delta,east_delta,cucumber
48.44,27.83,17.18,14.83,64.0,8.04,1,winter,clayey_delta,south_delta,wheat
43.48,21.55,34.84,17.6,56.91,8.08,3,winter,alluvial,south_delta,coriander
32.53,10.94,56.32,24.33,45.35,7.86,11,permanent,reclaimed,new_lands,pomegranate
31.19,26.46,19.98,14.61,45.5,7.9,12,winter,loamy_clay,upper_egypt,cumin
36.1,18.82,79.4,29.51,35.0,7.66,5,summer,reclaimed,new_lands,watermelon
89.43,30.56,74.57,20.96,64.26,7.83,11,permanent,alluvial,middle_egypt,mint
81.66,48.7,118.54,16.04,62.61,7.6,1,winter,loamy_clay,middle_egypt,potato
29.88,8.18,54.69,27.61,34.09,7.9,3,permanent,sandy,upper_egypt,date_palm
78.67,25.55,72.08,26.26,67.43,8.06,4,summer,clayey_delta,north_delta,cotton
40.72,21.89,31.43,19.1,36.87,7.78,11,winter,calcareous,new_lands,cumin
60.99,19.7,98.52,28.85,70.18,7.84,8,summer,alluvial,middle_egypt,cucumber
40.98,14.72,78.9,33.99,37.13,7.61,8,summer,sandy,upper_egypt,watermelon
34.61,15.3,35.41,14.48,53.96,7.56,3,winter,sandy,north_coast,barley
55.78,15.84,96.57,27.18,71.8,7.84,9,summer,loamy_clay,south_delta,cucumber
71.76,24.36,96.88,27.56,60.74,7.77,8,permanent,loamy_clay,west_delta,citrus
29.19,16.22,57.47,38.37,20.0,7.9,7,permanent,sandy,aswan,date_palm
59.46,33.83,73.19,25.29,41.01,8.09,4,permanent,reclaimed,new_lands,grapes
59.19,22.63,75.38,27.37,66.9,7.75,7,summer,alluvial,east_delta,cucumber
78.11,26.35,71.17,30.71,60.76,8.11,7,summer,alluvial,north_delta,cotton
18.5,17.92,12.18,20.19,56.02,8.05,4,winter,alluvial,middle_egypt,berseem
53.55,26.0,84.97,29.35,62.87,7.96,8,summer,alluvial,south_delta,cucumber
27.78,15.06,32.87,16.09,61.39,7.89,2,winter,alluvial,middle_egypt,coriander
77.43,39.57,108.57,19.54,60.86,7.68,10,winter,alluvial,south_delta,potato
54.86,23.72,63.45,16.98,56.71,7.87,1,winter,alluvial,middle_egypt,cabbage
25.32,15.79,54.61,23.75,49.08,7.82,6,permanent,reclaimed,west_delta,olive
63.53,30.64,53.15,14.89,57.69,7.92,2,winter,clayey_delta,north_delta,onion
74.38,41.16,96.63,18.21,65.72,7.66,2,winter,sandy,east_delta,tomato_winter
64.04,18.76,48.62,19.54,47.96,7.85,3,winter,loamy_clay,upper_egypt,onion
29.5,18.6,43.61,20.76,46.12,7.88,4,permanent,calcareous,sinai_north,olive
48.43,20.84,52.81,32.21,50.6,7.98,8,summer,loamy_clay,south_delta,basil
98.46,24.75,17.96,33.37,49.76,8.22,9,summer,clayey_delta,south_delta,maize
18.15,22.0,28.11,17.67,48.19,8.05,3,winter,reclaimed,middle_egypt,lentil
67.16,23.09,69.2,18.42,52.51,7.86,11,winter,loamy_clay,south_delta,onion
75.12,26.7,93.01,28.43,55.87,7.83,7,permanent,loamy_clay,west_delta,grapes
76.95,20.38,62.11,31.01,53.97,8.26,9,summer,clayey_delta,north_delta,cotton
43.6,14.63,29.06,15.91,60.5,7.78,4,winter,reclaimed,sinai_north,barley
87.34,33.04,119.62,31.42,57.94,7.49,6,summer,sandy,upper_egypt,tomato_summer
65.78,24.6,68.92,30.12,49.18,8.1,8,summer,loamy_clay,middle_egypt,cotton
55.3,23.77,90.62,27.86,59.78,8.25,7,summer,clayey_delta,east_delta,cucumber
37.75,12.31,50.8,36.09,27.83,7.94,7,permanent,reclaimed,new_lands,date_palm
63.91,25.48,73.22,16.4,60.91,7.88,11,winter,loamy_clay,south_delta,cabbage
47.89,21.55,58.31,30.18,40.76,8.08,8,permanent,reclaimed,middle_egypt,pomegranate
93.77,20.46,53.69,29.73,65.0,7.79,8,summer,alluvial,south_delta,rice
70.95,28.99,85.29,28.53,51.12,7.8,8,permanent,calcareous,west_delta,grapes
26.04,15.14,48.68,19.54,50.23,7.93,3,permanent,reclaimed,west_delta,olive
85.46,31.32,65.73,24.33,67.54,7.99,4,permanent,clayey_delta,south_delta,mint
45.78,23.59,72.11,18.59,58.83,7.96,11,winter,clayey_delta,south_delta,garlic
38.01,22.35,56.26,22.0,63.49,8.12,10,winter,clayey_delta,north_delta,sugar_beet
39.52,25.55,71.78,31.59,56.46,7.52,6,summer,sandy,east_delta,watermelon
37.09,35.42,36.92,16.22,56.9,8.14,2,winter,clayey_delta,south_delta,sugar_beet
31.12,10.01,58.22,34.94,25.49,8.03,8,permanent,calcareous,new_lands,date_palm
29.56,22.05,27.33,15.95,49.74,7.84,1,winter,alluvial,middle_egypt,cumin
94.14,38.9,109.45,27.83,63.42,7.96,7,summer,clayey_delta,north_delta,tomato_summer
40.3,14.45,68.97,31.13,47.86,7.6,7,summer,calcareous,sinai_north,watermelon
58.94,17.27,94.58,25.69,61.79,7.77,4,summer,alluvial,middle_egypt,cucumber
22.22,18.56,12.38,17.15,53.17,8.1,11,winter,clayey_delta,south_delta,berseem
67.05,22.24,75.15,29.41,53.05,7.56,4,permanent,sandy,east_delta,mango
62.51,24.95,56.14,24.8,50.86,7.86,4,summer,loamy_clay,south_delta,basil
58.97,18.18,70.82,18.13,45.33,8.04,11,winter,loamy_clay,upper_egypt,garlic
74.19,35.51,89.17,16.06,70.98,7.87,2,winter,alluvial,north_delta,tomato_winter
22.77,13.91,50.82,28.59,44.17,7.88,7,permanent,reclaimed,sinai_north,olive
82.79,28.05,94.7,30.25,58.8,7.75,8,permanent,alluvial,east_delta,citrus
24.56,26.38,46.18,13.88,55.44,7.87,1,winter,loamy_clay,middle_egypt,faba_bean
119.82,33.82,133.7,26.97,62.41,7.71,10,permanent,alluvial,upper_egypt,banana
71.6,26.21,61.45,16.33,61.42,7.86,2,winter,loamy_clay,south_delta,cabbage
68.54,27.53,64.07,28.38,63.49,7.61,8,summer,loamy_clay,south_delta,pepper
22.02,21.47,8.7,16.74,54.03,7.79,11,winter,alluvial,middle_egypt,berseem
62.58,26.61,80.16,16.82,67.36,8.09,2,winter,clayey_delta,north_delta,cabbage
26.23,16.81,49.92,26.29,44.63,7.86,6,permanent,reclaimed,west_delta,olive
65.59,24.05,20.52,17.71,53.41,7.66,2,winter,alluvial,middle_egypt,wheat
55.67,27.93,54.34,27.27,54.68,7.66,4,summer,sandy,upper_egypt,pepper
20.31,21.33,22.97,19.22,54.33,7.55,3,winter,sandy,sinai_north,lentil
66.18,29.44,82.64,27.51,49.88,7.89,6,permanent,reclaimed,new_lands,grapes
36.34,26.34,26.27,21.12,44.98,7.78,11,winter,alluvial,middle_egypt,cumin
61.28,19.23,71.36,18.03,61.9,8.03,2,winter,loamy_clay,south_delta,garlic
60.54,22.17,48.88,20.42,43.07,7.92,12,winter,loamy_clay,upper_egypt,onion
77.75,19.33,80.39,29.64,59.45,8.02,9,summer,clayey_delta,north_delta,cotton
61.17,23.37,80.55,30.06,58.09,7.76,8,permanent,reclaimed,middle_egypt,mango
101.07,30.72,155.12,32.65,60.0,7.65,8,permanent,loamy_clay,upper_egypt,banana
70.95,26.83,75.02,28.87,61.46,8.04,8,summer,alluvial,north_delta,cotton
101.5,25.63,89.82,24.36,52.15,7.89,3,permanent,reclaimed,middle_egypt,citrus
77.38,18.04,80.7,32.89,49.25,7.9,6,summer,alluvial,middle_egypt,eggplant
76.47,14.87,92.63,30.92,56.41,7.89,6,summer,sandy,east_delta,eggplant
73.97,21.76,17.57,18.55,55.59,7.86,12,winter,loamy_clay,middle_egypt,wheat
55.57,18.95,69.71,19.1,51.56,8.05,11,winter,loamy_clay,south_delta,garlic
51.53,20.39,60.07,13.12,63.45,7.78,1,winter,alluvial,middle_egypt,cabbage
59.74,25.19,11.05,18.59,58.99,7.81,11,winter,loamy_clay,south_delta,wheat
34.5,13.52,60.94,36.1,20.92,7.9,7,permanent,sandy,aswan,date_palm
28.23,29.19,23.82,19.38,53.12,7.99,3,winter,clayey_delta,south_delta,faba_bean
36.65,30.23,40.17,16.74,56.6,7.77,3,winter,alluvial,middle_egypt,faba_bean
86.81,19.94,102.3,33.68,48.0,7.86,8,summer,alluvial,upper_egypt,eggplant
24.61,14.3,41.21,20.7,52.74,7.85,6,permanent,sandy,north_coast,olive
86.53,24.71,78.9,23.35,53.66,7.95,12,permanent,loamy_clay,west_delta,citrus
47.44,22.83,63.71,15.05,59.97,8.12,1,winter,alluvial,north_delta,garlic
27.37,16.02,34.69,24.38,52.47,7.96,6,permanent,reclaimed,sinai_north,olive
44.11,20.0,81.46,29.28,50.94,7.56,6,summer,sandy,east_delta,watermelon
80.72,41.45,142.77,15.27,68.37,7.56,2,winter,sandy,east_delta,potato
89.34,26.07,37.46,26.65,78.17,7.93,6,summer,alluvial,north_delta,rice
43.95,31.16,32.09,19.87,56.98,8.21,3,winter,clayey_delta,north_delta,sugar_beet
37.2,25.35,79.37,32.12,35.0,7.64,8,summer,calcareous,new_lands,watermelon
19.98,22.18,15.73,19.04,39.46,7.52,4,winter,sandy,new_lands,lentil
61.39,17.8,75.66,18.33,50.37,7.94,4,winter,clayey_delta,south_delta,garlic
43.84,22.24,76.85,32.61,40.62,7.59,5,summer,sandy,east_delta,watermelon
68.9,25.97,65.7,28.59,59.53,7.6,6,summer,loamy_clay,middle_egypt,pepper
111.21,33.29,150.22,27.33,60.41,7.68,10,permanent,alluvial,upper_egypt,banana
32.95,11.09,48.65,35.37,29.98,7.9,7,permanent,sandy,upper_egypt,date_palm
38.42,15.45,104.83,25.07,68.39,7.63,5,summer,loamy_clay,south_delta,cucumber
39.59,12.21,91.74,27.56,43.28,7.66,4,summer,calcareous,sinai_north,watermelon
83.89,33.31,117.49,24.22,66.51,8.08,3,summer,clayey_delta,north_delta,tomato_summer
26.87,14.99,56.41,25.96,53.61,7.8,9,permanent,sandy,north_coast,olive
38.85,26.84,31.48,18.37,49.97,7.85,1,winter,loamy_clay,middle_egypt,cumin
113.99,37.26,143.92,21.59,73.94,8.0,2,permanent,clayey_delta,south_delta,banana
25.15,16.15,27.01,15.99,43.08,7.55,2,winter,sandy,new_lands,lentil
30.01,13.06,49.98,23.51,44.21,7.89,3,permanent,calcareous,new_lands,olive
23.42,31.33,39.53,19.15,61.13,7.9,4,winter,alluvial,north_delta,faba_bean
98.32,36.65,116.68,25.46,60.53,7.52,4,summer,sandy,east_delta,tomato_summer
37.92,15.86,76.75,32.81,46.17,7.56,7,summer,sandy,sinai_north,watermelon
56.27,17.11,57.58,20.48,49.87,8.03,11,winter,loamy_clay,middle_egypt,onion
28.74,21.38,31.57,19.84,35.0,7.5,11,winter,sandy,new_lands,cumin
31.9,14.41,31.79,23.58,51.41,7.82,10,permanent,calcareous,west_delta,olive
36.22,19.19,29.18,19.85,61.02,8.08,10,winter,alluvial,north_delta,coriander
90.17,40.63,129.45,17.99,57.43,7.65,12,winter,loamy_clay,west_delta,potato
101.17,24.26,82.12,26.25,54.67,7.77,10,permanent,reclaimed,new_lands,citrus
86.11,29.78,56.87,19.02,77.88,7.84,1,permanent,alluvial,north_delta,mint
52.14,21.08,62.55,29.67,44.43,7.85,6,permanent,calcareous,west_delta,pomegranate
45.85,25.36,64.03,28.81,39.53,7.7,10,permanent,sandy,upper_egypt,pomegranate
78.6,28.94,89.24,22.79,64.96,7.93,11,winter,loamy_clay,south_delta,tomato_winter
64.85,17.66,92.37,27.69,59.63,7.69,7,summer,alluvial,middle_egypt,cucumber
87.78,25.48,98.69,27.81,55.15,7.82,8,permanent,loamy_clay,upper_egypt,citrus
99.88,20.75,49.54,31.01,66.31,7.8,8,summer,clayey_delta,south_delta,rice
17.63,20.41,27.21,17.15,64.02,8.18,4,winter,clayey_delta,north_delta,berseem
48.52,28.05,78.01,27.89,53.95,7.81,8,permanent,reclaimed,middle_egypt,pomegranate
38.04,15.96,75.49,28.05,50.02,7.58,8,summer,sandy,east_delta,watermelon
108.78,31.39,153.22,24.77,63.44,7.91,3,permanent,loamy_clay,south_delta,banana
57.22,20.3,85.2,25.25,68.64,8.22,8,summer,clayey_delta,north_delta,cucumber
39.18,21.49,64.31,30.46,44.67,8.14,5,permanent,calcareous,new_lands,pomegranate
17.99,21.01,24.66,16.24,46.91,7.5,11,winter,sandy,new_lands,lentil
64.52,23.43,95.42,29.47,61.48,7.97,8,summer,loamy_clay,middle_egypt,cucumber
